path,label,field,source_capture,review_status
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173641_498__54p49.png,54.49,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173641_498.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173643_867__2904.png,2904,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173643_867.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173643_867__48.png,48,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173643_867.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173643_867__54p49.png,54.49,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173643_867.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173649_813__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173649_813.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173649_813__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173649_813.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173649_813__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173649_813.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173651_601__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173651_601.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173651_601__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173651_601.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173651_601__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173651_601.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173655_211__3032.png,3032,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173655_211.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173655_211__44.png,44,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173655_211.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173655_211__53p05.png,53.05,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173655_211.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173657_267__3032.png,3032,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173657_267.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173657_267__44.png,44,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173657_267.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173657_267__53p50.png,53.50,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173657_267.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173701_330__3032.png,3032,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173701_330.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173701_330__44.png,44,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173701_330.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173701_330__53p05.png,53.05,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173701_330.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173705_514__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173705_514.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173705_514__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173705_514.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173705_514__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173705_514.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173708_452__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173708_452.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173708_452__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173708_452.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173713_096__56.png,56,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173713_096.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173713_096__59p10.png,59.10,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173713_096.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173715_878__2691.png,2691,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173715_878.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173715_878__56.png,56,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173715_878.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173715_878__59p10.png,59.10,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173715_878.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173815_710__25919.png,25919,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173815_710.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173815_710__9.png,9,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173815_710.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173815_710__31p21.png,31.21,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173815_710.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173818_163__25919.png,25919,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173818_163.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173818_163__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173818_163.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173818_163__31p21.png,31.21,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173818_163.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173826_484__7260.png,7260,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173826_484.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173826_484__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173826_484.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173826_484__8p01.png,8.01,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173826_484.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173830_446__7260.png,7260,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173830_446.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173830_446__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173830_446.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173830_446__8p01.png,8.01,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173830_446.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173832_930__7266.png,7266,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173832_930.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173832_930__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173832_930.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173832_930__8p01.png,8.01,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173832_930.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173845_011__8642.png,8642,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173845_011.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173845_011__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173845_011.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173845_011__10p58.png,10.58,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173845_011.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173847_978__8642.png,8642,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173847_978.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173847_978__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173847_978.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173847_978__10p58.png,10.58,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173847_978.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173856_523__13529.png,13529,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173856_523.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173856_523__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173856_523.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173856_523__16p26.png,16.26,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173856_523.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173858_693__13529.png,13529,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173858_693.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173858_693__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173858_693.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173858_693__16p26.png,16.26,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173858_693.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173922_235__12991.png,12991,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173922_235.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173922_235__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173922_235.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173922_235__15p42.png,15.42,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173922_235.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173924_578__12991.png,12991,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173924_578.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173924_578__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173924_578.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173924_578__15p42.png,15.42,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173924_578.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173935_313__7260.png,7260,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173935_313.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173935_313__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173935_313.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173935_313__8p01.png,8.01,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173935_313.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173936_463__7260.png,7260,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173936_463.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173936_463__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173936_463.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173936_463__8p01.png,8.01,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173936_463.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173937_302__7260.png,7260,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173937_302.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173937_302__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173937_302.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173937_302__8p01.png,8.01,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173937_302.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173937_862__7260.png,7260,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173937_862.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173937_862__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173937_862.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173937_862__8p01.png,8.01,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173937_862.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173938_397__7360.png,7360,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173938_397.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173938_397__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173938_397.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173938_397__8p01.png,8.01,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173938_397.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173938_898__7260.png,7260,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173938_898.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173938_898__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173938_898.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173938_898__8p01.png,8.01,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173938_898.png,approved
training_data_hud_crops/mass/user_20260418_154408__cap_20260418_173939_405__7260.png,7260,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173939_405.png,approved
training_data_hud_crops/resistance/user_20260418_154408__cap_20260418_173939_405__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173939_405.png,approved
training_data_hud_crops/instability/user_20260418_154408__cap_20260418_173939_405__8p01.png,8.01,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_154408/region1/cap_20260418_173939_405.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_090059_934__3577.png,3577,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090059_934.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_090059_934__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090059_934.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_090059_934__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090059_934.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_090102_294__0.png,0,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090102_294.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_090102_294__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090102_294.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_090102_294__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090102_294.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_090107_297__1071.png,1071,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090107_297.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_090107_297__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090107_297.png,approved
training_data_hud_crops/instability/user_20260418_081525__cap_20260418_090107_297__0.png,0,instability,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090107_297.png,approved
training_data_hud_crops/mass/user_20260418_081525__cap_20260418_090118_110__1833.png,1833,mass,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090118_110.png,approved
training_data_hud_crops/resistance/user_20260418_081525__cap_20260418_090118_110__0.png,0,resistance,C:/Users/_user/AppData/Roaming/ShipBit/WingmanAI/custom_skills/SC_Toolbox_Beta_V1.2/tools/Mining_Signals/training_data_panels/user_20260418_081525/region1/cap_20260418_090118_110.png,approved
