path,true_char,cnn_read,correct,field,position,panel
6\cap_20260418_091641_731__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_091641_731.png
0\cap_20260418_091641_731__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_091641_731.png
4\cap_20260418_091641_731__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_091641_731.png
7\cap_20260418_091641_731__resistance__p1__cnn-7__ok.png,7,7,True,resistance,1,cap_20260418_091641_731.png
pct\cap_20260418_091641_731__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_091641_731.png
1\cap_20260418_091641_731__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_091641_731.png
2\cap_20260418_091641_731__instability__p1__cnn-2__ok.png,2,2,True,instability,1,cap_20260418_091641_731.png
6\cap_20260418_091641_731__instability__p2__cnn-6__ok.png,6,6,True,instability,2,cap_20260418_091641_731.png
dot\cap_20260418_091641_731__instability__p3__cnn-dot__ok.png,.,.,True,instability,3,cap_20260418_091641_731.png
0\cap_20260418_091641_731__instability__p4__cnn-0__ok.png,0,0,True,instability,4,cap_20260418_091641_731.png
2\cap_20260418_091641_731__instability__p5__cnn-2__ok.png,2,2,True,instability,5,cap_20260418_091641_731.png
2\cap_20260418_091645_529__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091645_529.png
8\cap_20260418_091645_529__mass__p1__cnn-8__ok.png,8,8,True,mass,1,cap_20260418_091645_529.png
7\cap_20260418_091645_529__mass__p2__cnn-7__ok.png,7,7,True,mass,2,cap_20260418_091645_529.png
9\cap_20260418_091645_529__mass__p3__cnn-9__ok.png,9,9,True,mass,3,cap_20260418_091645_529.png
4\cap_20260418_091645_529__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_091645_529.png
6\cap_20260418_091645_529__resistance__p1__cnn-6__ok.png,6,6,True,resistance,1,cap_20260418_091645_529.png
pct\cap_20260418_091645_529__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_091645_529.png
1\cap_20260418_091645_529__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_091645_529.png
1\cap_20260418_091645_529__instability__p1__cnn-1__ok.png,1,1,True,instability,1,cap_20260418_091645_529.png
5\cap_20260418_091645_529__instability__p2__cnn-5__ok.png,5,5,True,instability,2,cap_20260418_091645_529.png
dot\cap_20260418_091645_529__instability__p3__cnn-dot__ok.png,.,.,True,instability,3,cap_20260418_091645_529.png
7\cap_20260418_091645_529__instability__p4__cnn-7__ok.png,7,7,True,instability,4,cap_20260418_091645_529.png
8\cap_20260418_091645_529__instability__p5__cnn-8__ok.png,8,8,True,instability,5,cap_20260418_091645_529.png
2\cap_20260418_091648_943__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091648_943.png
6\cap_20260418_091648_943__mass__p1__cnn-6__ok.png,6,6,True,mass,1,cap_20260418_091648_943.png
3\cap_20260418_091648_943__mass__p2__cnn-3__ok.png,3,3,True,mass,2,cap_20260418_091648_943.png
5\cap_20260418_091648_943__mass__p3__cnn-5__ok.png,5,5,True,mass,3,cap_20260418_091648_943.png
4\cap_20260418_091648_943__resistance__p0__cnn-4__ok.png,4,4,True,resistance,0,cap_20260418_091648_943.png
7\cap_20260418_091648_943__resistance__p1__cnn-7__ok.png,7,7,True,resistance,1,cap_20260418_091648_943.png
pct\cap_20260418_091648_943__resistance__p2__cnn-pct__ok.png,%,%,True,resistance,2,cap_20260418_091648_943.png
