path,true_char,cnn_read,correct,field,position,panel,verified
dot\cap_20260418_173715_878__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173715_878.png,True
1\cap_20260418_173715_878__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173715_878.png,True
0\cap_20260418_173715_878__instability__p4__cnn-0__ok.png,0,0,True,instability,4,cap_20260418_173715_878.png,True
2\cap_20260418_173815_710__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_173815_710.png,True
5\cap_20260418_173815_710__mass__p1__cnn-5__ok.png,5,5,True,mass,1,cap_20260418_173815_710.png,True
9\cap_20260418_173815_710__mass__p2__cnn-9__ok.png,9,9,True,mass,2,cap_20260418_173815_710.png,True
1\cap_20260418_173815_710__mass__p3__cnn-1__ok.png,1,1,True,mass,3,cap_20260418_173815_710.png,True
9\cap_20260418_173815_710__mass__p4__cnn-9__ok.png,9,9,True,mass,4,cap_20260418_173815_710.png,True
_unverified\cap_20260418_173815_710__resistance__p0__cnn-0__gt-9__read-0.png,,0,,resistance,0,cap_20260418_173815_710.png,False
_unverified\cap_20260418_173815_710__resistance__p1__cnn-pct__gt-9__read-0.png,,%,,resistance,1,cap_20260418_173815_710.png,False
3\cap_20260418_173815_710__instability__p0__cnn-3__ok.png,3,3,True,instability,0,cap_20260418_173815_710.png,True
1\cap_20260418_173815_710__instability__p1__cnn-1__ok.png,1,1,True,instability,1,cap_20260418_173815_710.png,True
dot\cap_20260418_173815_710__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173815_710.png,True
2\cap_20260418_173815_710__instability__p3__cnn-2__ok.png,2,2,True,instability,3,cap_20260418_173815_710.png,True
1\cap_20260418_173815_710__instability__p4__cnn-1__ok.png,1,1,True,instability,4,cap_20260418_173815_710.png,True
_unverified\cap_20260418_173818_163__mass__p0__cnn-2__gt-25919__read-None.png,,2,,mass,0,cap_20260418_173818_163.png,False
_unverified\cap_20260418_173818_163__mass__p1__cnn-dot__gt-25919__read-None.png,,.,,mass,1,cap_20260418_173818_163.png,False
_unverified\cap_20260418_173818_163__mass__p2__cnn-dot__gt-25919__read-None.png,,.,,mass,2,cap_20260418_173818_163.png,False
_unverified\cap_20260418_173818_163__mass__p3__cnn-dot__gt-25919__read-None.png,,.,,mass,3,cap_20260418_173818_163.png,False
_unverified\cap_20260418_173818_163__mass__p4__cnn-dot__gt-25919__read-None.png,,.,,mass,4,cap_20260418_173818_163.png,False
_unverified\cap_20260418_173818_163__mass__p5__cnn-dot__gt-25919__read-None.png,,.,,mass,5,cap_20260418_173818_163.png,False
_unverified\cap_20260418_173818_163__instability__p0__cnn-0__gt-31.21__read-None.png,,0,,instability,0,cap_20260418_173818_163.png,False
_unverified\cap_20260418_173818_163__instability__p1__cnn-dot__gt-31.21__read-None.png,,.,,instability,1,cap_20260418_173818_163.png,False
7\cap_20260418_173826_484__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173826_484.png,True
2\cap_20260418_173826_484__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173826_484.png,True
6\cap_20260418_173826_484__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173826_484.png,True
0\cap_20260418_173826_484__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173826_484.png,True
8\cap_20260418_173826_484__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173826_484.png,True
dot\cap_20260418_173826_484__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173826_484.png,True
0\cap_20260418_173826_484__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173826_484.png,True
1\cap_20260418_173826_484__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173826_484.png,True
7\cap_20260418_173830_446__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173830_446.png,True
2\cap_20260418_173830_446__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173830_446.png,True
6\cap_20260418_173830_446__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173830_446.png,True
0\cap_20260418_173830_446__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173830_446.png,True
_unverified\cap_20260418_173830_446__instability__p0__cnn-1__gt-8.01__read-None.png,,1,,instability,0,cap_20260418_173830_446.png,False
_unverified\cap_20260418_173830_446__instability__p1__cnn-4__gt-8.01__read-None.png,,4,,instability,1,cap_20260418_173830_446.png,False
_unverified\cap_20260418_173832_930__instability__p0__cnn-5__gt-8.01__read-None.png,,5,,instability,0,cap_20260418_173832_930.png,False
8\cap_20260418_173845_011__mass__p0__cnn-8__ok.png,8,8,True,mass,0,cap_20260418_173845_011.png,True
6\cap_20260418_173845_011__mass__p1__cnn-6__ok.png,6,6,True,mass,1,cap_20260418_173845_011.png,True
4\cap_20260418_173845_011__mass__p2__cnn-4__ok.png,4,4,True,mass,2,cap_20260418_173845_011.png,True
2\cap_20260418_173845_011__mass__p3__cnn-2__ok.png,2,2,True,mass,3,cap_20260418_173845_011.png,True
1\cap_20260418_173845_011__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_173845_011.png,True
0\cap_20260418_173845_011__instability__p1__cnn-0__ok.png,0,0,True,instability,1,cap_20260418_173845_011.png,True
dot\cap_20260418_173845_011__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173845_011.png,True
5\cap_20260418_173845_011__instability__p3__cnn-5__ok.png,5,5,True,instability,3,cap_20260418_173845_011.png,True
8\cap_20260418_173845_011__instability__p4__cnn-8__ok.png,8,8,True,instability,4,cap_20260418_173845_011.png,True
8\cap_20260418_173847_978__mass__p0__cnn-8__ok.png,8,8,True,mass,0,cap_20260418_173847_978.png,True
6\cap_20260418_173847_978__mass__p1__cnn-6__ok.png,6,6,True,mass,1,cap_20260418_173847_978.png,True
4\cap_20260418_173847_978__mass__p2__cnn-4__ok.png,4,4,True,mass,2,cap_20260418_173847_978.png,True
2\cap_20260418_173847_978__mass__p3__cnn-2__ok.png,2,2,True,mass,3,cap_20260418_173847_978.png,True
1\cap_20260418_173847_978__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_173847_978.png,True
0\cap_20260418_173847_978__instability__p1__cnn-0__ok.png,0,0,True,instability,1,cap_20260418_173847_978.png,True
dot\cap_20260418_173847_978__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173847_978.png,True
5\cap_20260418_173847_978__instability__p3__cnn-5__ok.png,5,5,True,instability,3,cap_20260418_173847_978.png,True
8\cap_20260418_173847_978__instability__p4__cnn-8__ok.png,8,8,True,instability,4,cap_20260418_173847_978.png,True
1\cap_20260418_173856_523__mass__p0__cnn-dot__X.png,1,.,False,mass,0,cap_20260418_173856_523.png,True
3\cap_20260418_173856_523__mass__p1__cnn-3__ok.png,3,3,True,mass,1,cap_20260418_173856_523.png,True
5\cap_20260418_173856_523__mass__p2__cnn-5__ok.png,5,5,True,mass,2,cap_20260418_173856_523.png,True
2\cap_20260418_173856_523__mass__p3__cnn-2__ok.png,2,2,True,mass,3,cap_20260418_173856_523.png,True
9\cap_20260418_173856_523__mass__p4__cnn-9__ok.png,9,9,True,mass,4,cap_20260418_173856_523.png,True
1\cap_20260418_173856_523__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_173856_523.png,True
6\cap_20260418_173856_523__instability__p1__cnn-6__ok.png,6,6,True,instability,1,cap_20260418_173856_523.png,True
dot\cap_20260418_173856_523__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173856_523.png,True
2\cap_20260418_173856_523__instability__p3__cnn-2__ok.png,2,2,True,instability,3,cap_20260418_173856_523.png,True
6\cap_20260418_173856_523__instability__p4__cnn-6__ok.png,6,6,True,instability,4,cap_20260418_173856_523.png,True
_unverified\cap_20260418_173858_693__mass__p0__cnn-dot__gt-13529__read-3529.png,,.,,mass,0,cap_20260418_173858_693.png,False
_unverified\cap_20260418_173858_693__mass__p1__cnn-3__gt-13529__read-3529.png,,3,,mass,1,cap_20260418_173858_693.png,False
_unverified\cap_20260418_173858_693__mass__p2__cnn-5__gt-13529__read-3529.png,,5,,mass,2,cap_20260418_173858_693.png,False
_unverified\cap_20260418_173858_693__mass__p3__cnn-2__gt-13529__read-3529.png,,2,,mass,3,cap_20260418_173858_693.png,False
_unverified\cap_20260418_173858_693__mass__p4__cnn-9__gt-13529__read-3529.png,,9,,mass,4,cap_20260418_173858_693.png,False
_unverified\cap_20260418_173858_693__instability__p0__cnn-3__gt-16.26__read-57.57.png,,3,,instability,0,cap_20260418_173858_693.png,False
_unverified\cap_20260418_173858_693__instability__p1__cnn-3__gt-16.26__read-57.57.png,,3,,instability,1,cap_20260418_173858_693.png,False
_unverified\cap_20260418_173858_693__instability__p2__cnn-0__gt-16.26__read-57.57.png,,0,,instability,2,cap_20260418_173858_693.png,False
_unverified\cap_20260418_173858_693__instability__p3__cnn-5__gt-16.26__read-57.57.png,,5,,instability,3,cap_20260418_173858_693.png,False
1\cap_20260418_173922_235__mass__p0__cnn-1__ok.png,1,1,True,mass,0,cap_20260418_173922_235.png,True
2\cap_20260418_173922_235__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173922_235.png,True
9\cap_20260418_173922_235__mass__p2__cnn-9__ok.png,9,9,True,mass,2,cap_20260418_173922_235.png,True
9\cap_20260418_173922_235__mass__p3__cnn-9__ok.png,9,9,True,mass,3,cap_20260418_173922_235.png,True
1\cap_20260418_173922_235__mass__p4__cnn-1__ok.png,1,1,True,mass,4,cap_20260418_173922_235.png,True
_unverified\cap_20260418_173922_235__instability__p0__cnn-1__gt-15.42__read-150.42.png,,1,,instability,0,cap_20260418_173922_235.png,False
_unverified\cap_20260418_173922_235__instability__p1__cnn-5__gt-15.42__read-150.42.png,,5,,instability,1,cap_20260418_173922_235.png,False
_unverified\cap_20260418_173922_235__instability__p2__cnn-0__gt-15.42__read-150.42.png,,0,,instability,2,cap_20260418_173922_235.png,False
_unverified\cap_20260418_173922_235__instability__p3__cnn-4__gt-15.42__read-150.42.png,,4,,instability,3,cap_20260418_173922_235.png,False
_unverified\cap_20260418_173922_235__instability__p4__cnn-2__gt-15.42__read-150.42.png,,2,,instability,4,cap_20260418_173922_235.png,False
1\cap_20260418_173924_578__mass__p0__cnn-1__ok.png,1,1,True,mass,0,cap_20260418_173924_578.png,True
2\cap_20260418_173924_578__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173924_578.png,True
9\cap_20260418_173924_578__mass__p2__cnn-9__ok.png,9,9,True,mass,2,cap_20260418_173924_578.png,True
9\cap_20260418_173924_578__mass__p3__cnn-9__ok.png,9,9,True,mass,3,cap_20260418_173924_578.png,True
1\cap_20260418_173924_578__mass__p4__cnn-1__ok.png,1,1,True,mass,4,cap_20260418_173924_578.png,True
1\cap_20260418_173924_578__instability__p0__cnn-1__ok.png,1,1,True,instability,0,cap_20260418_173924_578.png,True
5\cap_20260418_173924_578__instability__p1__cnn-5__ok.png,5,5,True,instability,1,cap_20260418_173924_578.png,True
dot\cap_20260418_173924_578__instability__p2__cnn-dot__ok.png,.,.,True,instability,2,cap_20260418_173924_578.png,True
4\cap_20260418_173924_578__instability__p3__cnn-4__ok.png,4,4,True,instability,3,cap_20260418_173924_578.png,True
2\cap_20260418_173924_578__instability__p4__cnn-2__ok.png,2,2,True,instability,4,cap_20260418_173924_578.png,True
7\cap_20260418_173935_313__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173935_313.png,True
2\cap_20260418_173935_313__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173935_313.png,True
6\cap_20260418_173935_313__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173935_313.png,True
0\cap_20260418_173935_313__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173935_313.png,True
8\cap_20260418_173935_313__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173935_313.png,True
dot\cap_20260418_173935_313__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173935_313.png,True
0\cap_20260418_173935_313__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173935_313.png,True
1\cap_20260418_173935_313__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173935_313.png,True
7\cap_20260418_173936_463__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173936_463.png,True
2\cap_20260418_173936_463__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173936_463.png,True
6\cap_20260418_173936_463__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173936_463.png,True
0\cap_20260418_173936_463__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173936_463.png,True
8\cap_20260418_173936_463__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173936_463.png,True
dot\cap_20260418_173936_463__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173936_463.png,True
0\cap_20260418_173936_463__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173936_463.png,True
1\cap_20260418_173936_463__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173936_463.png,True
7\cap_20260418_173937_302__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173937_302.png,True
2\cap_20260418_173937_302__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173937_302.png,True
6\cap_20260418_173937_302__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173937_302.png,True
0\cap_20260418_173937_302__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173937_302.png,True
_unverified\cap_20260418_173937_302__instability__p0__cnn-5__gt-8.01__read-57.01.png,,5,,instability,0,cap_20260418_173937_302.png,False
_unverified\cap_20260418_173937_302__instability__p1__cnn-7__gt-8.01__read-57.01.png,,7,,instability,1,cap_20260418_173937_302.png,False
_unverified\cap_20260418_173937_302__instability__p2__cnn-dot__gt-8.01__read-57.01.png,,.,,instability,2,cap_20260418_173937_302.png,False
_unverified\cap_20260418_173937_302__instability__p3__cnn-dot__gt-8.01__read-57.01.png,,.,,instability,3,cap_20260418_173937_302.png,False
_unverified\cap_20260418_173937_302__instability__p4__cnn-0__gt-8.01__read-57.01.png,,0,,instability,4,cap_20260418_173937_302.png,False
_unverified\cap_20260418_173937_302__instability__p5__cnn-1__gt-8.01__read-57.01.png,,1,,instability,5,cap_20260418_173937_302.png,False
7\cap_20260418_173937_862__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173937_862.png,True
2\cap_20260418_173937_862__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173937_862.png,True
6\cap_20260418_173937_862__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173937_862.png,True
0\cap_20260418_173937_862__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173937_862.png,True
8\cap_20260418_173937_862__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173937_862.png,True
dot\cap_20260418_173937_862__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173937_862.png,True
0\cap_20260418_173937_862__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173937_862.png,True
1\cap_20260418_173937_862__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173937_862.png,True
_unverified\cap_20260418_173938_397__mass__p0__cnn-7__gt-7360__read-7260.png,,7,,mass,0,cap_20260418_173938_397.png,False
_unverified\cap_20260418_173938_397__mass__p1__cnn-2__gt-7360__read-7260.png,,2,,mass,1,cap_20260418_173938_397.png,False
_unverified\cap_20260418_173938_397__mass__p2__cnn-6__gt-7360__read-7260.png,,6,,mass,2,cap_20260418_173938_397.png,False
_unverified\cap_20260418_173938_397__mass__p3__cnn-0__gt-7360__read-7260.png,,0,,mass,3,cap_20260418_173938_397.png,False
8\cap_20260418_173938_397__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173938_397.png,True
dot\cap_20260418_173938_397__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173938_397.png,True
0\cap_20260418_173938_397__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173938_397.png,True
1\cap_20260418_173938_397__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173938_397.png,True
_unverified\cap_20260418_173938_898__mass__p0__cnn-0__gt-7260__read-7260.png,,0,,mass,0,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__mass__p1__cnn-7__gt-7260__read-7260.png,,7,,mass,1,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__mass__p2__cnn-2__gt-7260__read-7260.png,,2,,mass,2,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__mass__p3__cnn-6__gt-7260__read-7260.png,,6,,mass,3,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__mass__p4__cnn-0__gt-7260__read-7260.png,,0,,mass,4,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__instability__p0__cnn-6__gt-8.01__read-6.01.png,,6,,instability,0,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__instability__p1__cnn-7__gt-8.01__read-6.01.png,,7,,instability,1,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__instability__p2__cnn-4__gt-8.01__read-6.01.png,,4,,instability,2,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__instability__p3__cnn-1__gt-8.01__read-6.01.png,,1,,instability,3,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__instability__p4__cnn-4__gt-8.01__read-6.01.png,,4,,instability,4,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__instability__p5__cnn-5__gt-8.01__read-6.01.png,,5,,instability,5,cap_20260418_173938_898.png,False
_unverified\cap_20260418_173938_898__instability__p6__cnn-1__gt-8.01__read-6.01.png,,1,,instability,6,cap_20260418_173938_898.png,False
7\cap_20260418_173939_405__mass__p0__cnn-7__ok.png,7,7,True,mass,0,cap_20260418_173939_405.png,True
2\cap_20260418_173939_405__mass__p1__cnn-2__ok.png,2,2,True,mass,1,cap_20260418_173939_405.png,True
6\cap_20260418_173939_405__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_173939_405.png,True
0\cap_20260418_173939_405__mass__p3__cnn-0__ok.png,0,0,True,mass,3,cap_20260418_173939_405.png,True
8\cap_20260418_173939_405__instability__p0__cnn-8__ok.png,8,8,True,instability,0,cap_20260418_173939_405.png,True
dot\cap_20260418_173939_405__instability__p1__cnn-dot__ok.png,.,.,True,instability,1,cap_20260418_173939_405.png,True
0\cap_20260418_173939_405__instability__p2__cnn-0__ok.png,0,0,True,instability,2,cap_20260418_173939_405.png,True
1\cap_20260418_173939_405__instability__p3__cnn-1__ok.png,1,1,True,instability,3,cap_20260418_173939_405.png,True
3\cap_20260418_090059_934__mass__p0__cnn-3__ok.png,3,3,True,mass,0,cap_20260418_090059_934.png,True
5\cap_20260418_090059_934__mass__p1__cnn-5__ok.png,5,5,True,mass,1,cap_20260418_090059_934.png,True
7\cap_20260418_090059_934__mass__p2__cnn-7__ok.png,7,7,True,mass,2,cap_20260418_090059_934.png,True
7\cap_20260418_090059_934__mass__p3__cnn-7__ok.png,7,7,True,mass,3,cap_20260418_090059_934.png,True
1\cap_20260418_090107_297__mass__p0__cnn-1__ok.png,1,1,True,mass,0,cap_20260418_090107_297.png,True
0\cap_20260418_090107_297__mass__p1__cnn-0__ok.png,0,0,True,mass,1,cap_20260418_090107_297.png,True
7\cap_20260418_090107_297__mass__p2__cnn-7__ok.png,7,7,True,mass,2,cap_20260418_090107_297.png,True
1\cap_20260418_090107_297__mass__p3__cnn-1__ok.png,1,1,True,mass,3,cap_20260418_090107_297.png,True
1\cap_20260418_090118_110__mass__p0__cnn-4__X.png,1,4,False,mass,0,cap_20260418_090118_110.png,True
8\cap_20260418_090118_110__mass__p1__cnn-8__ok.png,8,8,True,mass,1,cap_20260418_090118_110.png,True
3\cap_20260418_090118_110__mass__p2__cnn-3__ok.png,3,3,True,mass,2,cap_20260418_090118_110.png,True
3\cap_20260418_090118_110__mass__p3__cnn-3__ok.png,3,3,True,mass,3,cap_20260418_090118_110.png,True
_unverified\cap_20260418_090124_826__mass__p0__cnn-1__gt-4105__read-105.png,,1,,mass,0,cap_20260418_090124_826.png,False
_unverified\cap_20260418_090124_826__mass__p1__cnn-0__gt-4105__read-105.png,,0,,mass,1,cap_20260418_090124_826.png,False
_unverified\cap_20260418_090124_826__mass__p2__cnn-5__gt-4105__read-105.png,,5,,mass,2,cap_20260418_090124_826.png,False
_unverified\cap_20260418_090135_740__mass__p0__cnn-dot__gt-1833__read-None.png,,.,,mass,0,cap_20260418_090135_740.png,False
_unverified\cap_20260418_090135_740__mass__p1__cnn-4__gt-1833__read-None.png,,4,,mass,1,cap_20260418_090135_740.png,False
_unverified\cap_20260418_090135_740__mass__p2__cnn-dot__gt-1833__read-None.png,,.,,mass,2,cap_20260418_090135_740.png,False
_unverified\cap_20260418_090135_740__mass__p3__cnn-4__gt-1833__read-None.png,,4,,mass,3,cap_20260418_090135_740.png,False
_unverified\cap_20260418_090135_740__mass__p4__cnn-dot__gt-1833__read-None.png,,.,,mass,4,cap_20260418_090135_740.png,False
_unverified\cap_20260418_090135_740__mass__p5__cnn-4__gt-1833__read-None.png,,4,,mass,5,cap_20260418_090135_740.png,False
_unverified\cap_20260418_090135_740__mass__p6__cnn-pct__gt-1833__read-None.png,,%,,mass,6,cap_20260418_090135_740.png,False
_unverified\cap_20260418_090135_740__mass__p7__cnn-4__gt-1833__read-None.png,,4,,mass,7,cap_20260418_090135_740.png,False
_unverified\cap_20260418_090138_606__mass__p0__cnn-pct__gt-4105__read-44.png,,%,,mass,0,cap_20260418_090138_606.png,False
_unverified\cap_20260418_090138_606__mass__p1__cnn-4__gt-4105__read-44.png,,4,,mass,1,cap_20260418_090138_606.png,False
_unverified\cap_20260418_090138_606__mass__p2__cnn-pct__gt-4105__read-44.png,,%,,mass,2,cap_20260418_090138_606.png,False
_unverified\cap_20260418_090142_856__mass__p0__cnn-0__gt-1071__read-None.png,,0,,mass,0,cap_20260418_090142_856.png,False
_unverified\cap_20260418_090145_619__mass__p0__cnn-8__gt-3577__read-850.png,,8,,mass,0,cap_20260418_090145_619.png,False
_unverified\cap_20260418_090145_619__mass__p1__cnn-5__gt-3577__read-850.png,,5,,mass,1,cap_20260418_090145_619.png,False
_unverified\cap_20260418_090145_619__mass__p2__cnn-0__gt-3577__read-850.png,,0,,mass,2,cap_20260418_090145_619.png,False
_unverified\cap_20260418_091456_295__mass__p0__cnn-0__gt-3411__read-None.png,,0,,mass,0,cap_20260418_091456_295.png,False
_unverified\cap_20260418_091456_295__mass__p1__cnn-7__gt-3411__read-None.png,,7,,mass,1,cap_20260418_091456_295.png,False
_unverified\cap_20260418_091503_852__mass__p0__cnn-dot__gt-1323__read-None.png,,.,,mass,0,cap_20260418_091503_852.png,False
_unverified\cap_20260418_091503_852__mass__p1__cnn-3__gt-1323__read-None.png,,3,,mass,1,cap_20260418_091503_852.png,False
_unverified\cap_20260418_091513_560__mass__p0__cnn-1__gt-4161__read-1451.png,,1,,mass,0,cap_20260418_091513_560.png,False
_unverified\cap_20260418_091513_560__mass__p1__cnn-4__gt-4161__read-1451.png,,4,,mass,1,cap_20260418_091513_560.png,False
_unverified\cap_20260418_091513_560__mass__p2__cnn-5__gt-4161__read-1451.png,,5,,mass,2,cap_20260418_091513_560.png,False
_unverified\cap_20260418_091513_560__mass__p3__cnn-1__gt-4161__read-1451.png,,1,,mass,3,cap_20260418_091513_560.png,False
1\cap_20260418_091516_276__mass__p0__cnn-1__ok.png,1,1,True,mass,0,cap_20260418_091516_276.png,True
3\cap_20260418_091516_276__mass__p1__cnn-3__ok.png,3,3,True,mass,1,cap_20260418_091516_276.png,True
2\cap_20260418_091516_276__mass__p2__cnn-2__ok.png,2,2,True,mass,2,cap_20260418_091516_276.png,True
3\cap_20260418_091516_276__mass__p3__cnn-3__ok.png,3,3,True,mass,3,cap_20260418_091516_276.png,True
2\cap_20260418_091518_926__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091518_926.png,True
3\cap_20260418_091518_926__mass__p1__cnn-3__ok.png,3,3,True,mass,1,cap_20260418_091518_926.png,True
7\cap_20260418_091518_926__mass__p2__cnn-7__ok.png,7,7,True,mass,2,cap_20260418_091518_926.png,True
9\cap_20260418_091518_926__mass__p3__cnn-9__ok.png,9,9,True,mass,3,cap_20260418_091518_926.png,True
2\cap_20260418_091525_906__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091525_906.png,True
9\cap_20260418_091525_906__mass__p1__cnn-9__ok.png,9,9,True,mass,1,cap_20260418_091525_906.png,True
6\cap_20260418_091525_906__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_091525_906.png,True
7\cap_20260418_091525_906__mass__p3__cnn-7__ok.png,7,7,True,mass,3,cap_20260418_091525_906.png,True
2\cap_20260418_091527_391__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091527_391.png,True
9\cap_20260418_091527_391__mass__p1__cnn-9__ok.png,9,9,True,mass,1,cap_20260418_091527_391.png,True
6\cap_20260418_091527_391__mass__p2__cnn-6__ok.png,6,6,True,mass,2,cap_20260418_091527_391.png,True
7\cap_20260418_091527_391__mass__p3__cnn-7__ok.png,7,7,True,mass,3,cap_20260418_091527_391.png,True
_unverified\cap_20260418_091531_202__mass__p0__cnn-1__gt-3411__read-829.png,,1,,mass,0,cap_20260418_091531_202.png,False
_unverified\cap_20260418_091531_202__mass__p1__cnn-1__gt-3411__read-829.png,,1,,mass,1,cap_20260418_091531_202.png,False
_unverified\cap_20260418_091533_553__mass__p0__cnn-1__gt-4161__read-1451.png,,1,,mass,0,cap_20260418_091533_553.png,False
_unverified\cap_20260418_091533_553__mass__p1__cnn-4__gt-4161__read-1451.png,,4,,mass,1,cap_20260418_091533_553.png,False
_unverified\cap_20260418_091533_553__mass__p2__cnn-5__gt-4161__read-1451.png,,5,,mass,2,cap_20260418_091533_553.png,False
_unverified\cap_20260418_091533_553__mass__p3__cnn-1__gt-4161__read-1451.png,,1,,mass,3,cap_20260418_091533_553.png,False
2\cap_20260418_091541_516__mass__p0__cnn-2__ok.png,2,2,True,mass,0,cap_20260418_091541_516.png,True
6\cap_20260418_091541_516__mass__p1__cnn-6__ok.png,6,6,True,mass,1,cap_20260418_091541_516.png,True
8\cap_20260418_091541_516__mass__p2__cnn-8__ok.png,8,8,True,mass,2,cap_20260418_091541_516.png,True
5\cap_20260418_091541_516__mass__p3__cnn-5__ok.png,5,5,True,mass,3,cap_20260418_091541_516.png,True
_unverified\cap_20260418_091623_650__mass__p0__cnn-pct__gt-2835__read-44.png,,%,,mass,0,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__mass__p1__cnn-7__gt-2835__read-44.png,,7,,mass,1,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p0__cnn-4__gt-103.10__read-None.png,,4,,instability,0,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p1__cnn-dot__gt-103.10__read-None.png,,.,,instability,1,cap_20260418_091623_650.png,False
_unverified\cap_20260418_091623_650__instability__p2__cnn-pct__gt-103.10__read-None.png,,%,,instability,2,cap_20260418_091623_650.png,False
